@relation Bank_limited-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C0-K8-P500.0-S1-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0

@attribute age numeric
@attribute job {unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown}
@attribute marital {married,single,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact {cellular,unknown,telephone}
@attribute day numeric
@attribute month {oct,may,apr,jun,feb,aug,jan,jul,nov,sep,mar,dec}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {unknown,failure,other,success}
@attribute y {no,yes}

@data
30.510334,management,married,tertiary,576.20588,no,no,cellular,16.117159,oct,324.711473,1.192893,184.741977,1.90829,success,yes
34,technician,married,tertiary,544,yes,yes,cellular,18,nov,58,2,-1,0,unknown,no
47.226381,blue-collar,married,secondary,805.737398,no,no,cellular,7.507848,jul,1116.095228,3.686712,-1,0,unknown,yes
45,management,married,tertiary,1529,no,no,cellular,30,jun,160,1,-1,0,unknown,no
28.757993,management,married,tertiary,46.210561,no,no,cellular,20.511014,jul,856.823312,3.988153,-1,0,unknown,yes
57,management,married,tertiary,0,yes,no,cellular,21,nov,67,1,-1,0,unknown,no
34,entrepreneur,divorced,tertiary,262,no,no,cellular,20,nov,371,1,-1,0,unknown,no
27,services,single,secondary,795,no,no,cellular,6,feb,101,3,-1,0,unknown,no
47,admin.,married,secondary,2,no,no,cellular,10,jul,89,1,-1,0,unknown,no
40.144636,management,married,secondary,1797.257014,no,no,cellular,11.792754,jun,212.092296,1.735278,-1,0,unknown,yes
66,retired,married,secondary,4785,no,no,cellular,13,aug,72,3,-1,0,unknown,no
47.334893,management,married,tertiary,1181.121991,no,no,cellular,5.479218,apr,336.695005,2.79719,74.185617,3.992593,success,yes
43,technician,married,tertiary,3313.293758,no,no,cellular,12.56565,aug,922.644337,2,2.783626,0.521,unknown,yes
40.63171,services,married,secondary,687,no,no,cellular,14.092876,jul,803.176451,1,-1,0,unknown,yes
33,blue-collar,single,secondary,3975,yes,yes,cellular,17,apr,515,1,150,1,other,no
35,services,married,secondary,1453,yes,no,unknown,28,may,199,1,-1,0,unknown,no
60,management,divorced,tertiary,366,no,no,cellular,3,jun,593,1,-1,0,unknown,yes
32,blue-collar,married,secondary,14,yes,no,unknown,2,jun,171,1,-1,0,unknown,no
42.550756,management,married,tertiary,1215.037362,no,no,cellular,8.466577,aug,361.388943,2.727924,-1,0,unknown,yes
35.936196,management,married,tertiary,3219.90938,no,no,cellular,16.429709,nov,532.831783,2,-1,0,unknown,yes
36.042293,technician,single,secondary,214.768612,no,no,cellular,17.33548,apr,206.11903,1,40.234306,1.546608,unknown,yes
35,management,married,tertiary,1100,no,yes,cellular,29,jan,127,2,-1,0,unknown,no
42,technician,single,unknown,344,yes,no,unknown,3,jun,26,7,-1,0,unknown,no
57,retired,married,primary,75,no,no,cellular,28,aug,118,2,-1,0,unknown,no
26,housemaid,married,secondary,-759,yes,no,cellular,11,jul,191,1,-1,0,unknown,no
45,admin.,single,secondary,0,yes,no,cellular,8,may,38,1,-1,0,unknown,no
55,blue-collar,married,unknown,1665,no,no,telephone,30,jul,89,2,-1,0,unknown,no
41.647423,management,married,secondary,1642.639779,no,no,cellular,11.489004,apr,236.973366,1,110.953,5.837469,unknown,yes
37,blue-collar,married,secondary,346,yes,no,cellular,17,apr,390,1,316,1,failure,no
36,admin.,single,secondary,47,no,yes,cellular,9,jul,36,6,-1,0,unknown,no
28,technician,single,tertiary,183,yes,yes,unknown,28,may,62,2,-1,0,unknown,no
31,services,single,secondary,481,yes,no,cellular,20,nov,106,2,183,2,failure,no
35.748528,management,married,tertiary,5977.734851,no,no,cellular,21.950748,feb,335.78163,5.540226,15.008022,1.558083,unknown,yes
48,unemployed,married,primary,5462,no,no,unknown,6,jun,29,4,-1,0,unknown,no
28.572069,technician,married,secondary,799.147669,yes,no,cellular,19.127653,may,573.156038,2.087875,-1,0,unknown,yes
34,admin.,single,primary,0,yes,yes,cellular,6,may,172,4,-1,0,unknown,no
42,admin.,married,secondary,4209,yes,no,unknown,5,jun,57,6,-1,0,unknown,no
69,retired,married,primary,579,no,no,cellular,14,aug,230,1,-1,0,unknown,no
48,blue-collar,single,unknown,428,yes,no,cellular,18,may,127,1,-1,0,unknown,no
44,entrepreneur,married,primary,276,yes,yes,unknown,15,may,219,1,-1,0,unknown,no
44,technician,divorced,secondary,0,no,no,cellular,12,aug,56,2,-1,0,unknown,no
38,technician,single,tertiary,2273,yes,no,cellular,17,apr,222,1,-1,0,unknown,no
37,technician,single,unknown,391,yes,no,unknown,8,may,103,3,-1,0,unknown,no
51,retired,divorced,secondary,343,yes,no,unknown,30,may,78,2,-1,0,unknown,no
30,blue-collar,single,secondary,4,yes,no,unknown,23,may,84,3,-1,0,unknown,no
53,blue-collar,married,primary,3316,yes,no,unknown,23,may,331,6,-1,0,unknown,no
33,admin.,married,tertiary,69,no,yes,cellular,4,may,77,2,-1,0,unknown,no
33,technician,married,tertiary,16992,yes,no,unknown,29,may,58,1,-1,0,unknown,no
48.673684,admin.,single,secondary,95.742186,yes,no,cellular,18.946892,jul,1226.717803,2.081583,-1,0,unknown,yes
34,self-employed,married,tertiary,5498,no,no,cellular,19,nov,265,1,-1,0,unknown,no
42,management,married,secondary,1331,no,no,cellular,23,jul,698,2,-1,0,unknown,no
43,technician,single,secondary,34,no,no,telephone,30,jul,29,1,-1,0,unknown,no
46.49869,management,married,secondary,945.638808,no,no,cellular,11.544492,mar,148.748868,1.673154,-1,0,unknown,yes
32,blue-collar,married,secondary,-32,yes,no,cellular,12,may,145,1,-1,0,unknown,no
39.153067,management,married,secondary,4087.404351,no,no,cellular,13.879975,aug,894.395501,1.984566,224.048452,1.391181,unknown,yes
28,technician,single,tertiary,0,yes,no,unknown,4,jun,205,6,-1,0,unknown,no
37.488818,management,married,tertiary,623.962623,no,no,cellular,11.68155,may,312.400089,4,20.802083,2.584707,success,yes
31,technician,single,secondary,775,no,no,cellular,2,feb,361,1,-1,0,unknown,no
71.33421,admin.,married,secondary,3736.211374,no,no,cellular,20.563074,apr,188.621294,1,182.706556,8.864176,success,yes
52,technician,married,tertiary,2557,no,no,cellular,28,jan,134,5,204,2,success,yes
35,management,married,tertiary,317,yes,no,unknown,23,may,162,3,-1,0,unknown,no
29.417249,services,married,secondary,87.088669,yes,no,cellular,13.614896,may,1089.518655,3.491249,-1,0,unknown,yes
59,management,divorced,primary,133,yes,no,cellular,9,jul,206,1,-1,0,unknown,no
51.414698,housemaid,married,primary,971.873213,no,no,cellular,6.830886,apr,366.113763,1,-1,0,unknown,yes
38,unemployed,married,tertiary,1449,no,no,unknown,26,may,535,6,-1,0,unknown,no
37.940799,management,married,secondary,1173.934189,no,no,cellular,14.862181,jun,1472.216396,1.089333,201.219186,2.664358,unknown,yes
26,services,single,secondary,1700,yes,no,cellular,7,may,13,5,-1,0,unknown,no
53,entrepreneur,married,tertiary,71,no,yes,cellular,29,jan,86,1,-1,0,unknown,no
34,management,married,secondary,293,yes,no,unknown,21,may,162,3,-1,0,unknown,no
31,retired,married,tertiary,23748.647382,no,no,cellular,11.520781,aug,607.29472,1.54889,6.892092,0.156961,unknown,yes
58,retired,married,primary,0,no,no,cellular,4,aug,506,1,-1,0,unknown,no
26,management,single,tertiary,122,no,yes,cellular,8,jul,160,1,-1,0,unknown,no
39.110626,blue-collar,married,secondary,1850.340654,yes,no,cellular,19.082939,may,818.897545,2,-1,0,unknown,yes
45.015838,management,married,secondary,3497.759439,no,no,cellular,19.825665,nov,637.976079,2.264208,32.73186,1.83658,unknown,yes
32,management,single,tertiary,11797,yes,no,cellular,11,aug,95,2,-1,0,unknown,no
36,services,married,secondary,-302,yes,no,cellular,13,may,36,2,-1,0,unknown,no
62.864011,admin.,married,secondary,4631.050618,no,no,cellular,13.15382,may,233.634506,2.010507,-1,0,unknown,yes
39,blue-collar,married,secondary,-405,yes,no,cellular,8,may,177,1,-1,0,unknown,no
54,blue-collar,married,secondary,1291,yes,no,unknown,5,may,266,1,-1,0,unknown,no
59,housemaid,married,tertiary,0,no,yes,cellular,29,jul,376,2,-1,0,unknown,no
33,blue-collar,married,primary,511,yes,no,unknown,21,may,304,2,-1,0,unknown,no
36,management,single,tertiary,490,no,no,cellular,28,aug,207,8,98,1,failure,yes
44,management,single,tertiary,5063,no,no,cellular,27,oct,418,2,-1,0,unknown,yes
63,retired,married,secondary,474,no,no,cellular,25,jan,423,1,-1,0,unknown,yes
69.517482,management,married,secondary,1474.733191,no,no,cellular,15.179992,jun,423.330403,1.4738,22.241457,0.983479,unknown,yes
31.867391,technician,single,secondary,203.506781,no,no,cellular,6.413688,mar,332.286574,2.335168,-1,0,unknown,yes
61,retired,married,secondary,5207,no,no,cellular,11,sep,336,1,81,2,other,no
37.036412,management,married,tertiary,2784.029732,yes,no,cellular,5.892051,aug,623.538805,5.30551,-1,0,unknown,yes
29.011946,retired,married,primary,970.074566,no,no,cellular,3.786906,oct,355.325273,1,-1,0,unknown,yes
45,management,single,tertiary,16,no,no,cellular,31,jul,59,2,-1,0,unknown,no
30,management,married,tertiary,0,yes,no,cellular,9,jul,127,1,-1,0,unknown,no
43.871679,management,married,primary,257.892011,yes,no,cellular,28.500909,may,775.275406,2.723989,64.098825,0.893495,unknown,yes
58.238005,management,married,secondary,1017.384012,no,no,cellular,10.588335,mar,107.974549,1.73419,-1,0,unknown,yes
30,technician,single,tertiary,3,yes,no,cellular,6,may,45,2,169,2,failure,no
36,blue-collar,married,unknown,6,no,no,unknown,20,jun,41,7,-1,0,unknown,no
34.72327,blue-collar,married,secondary,689.339672,no,no,cellular,8.296598,jul,776.831016,1.972426,-1,0,unknown,yes
42,management,divorced,tertiary,221,yes,no,unknown,7,may,720,2,-1,0,unknown,no
43.166708,blue-collar,married,secondary,-510.101803,yes,no,cellular,18.340383,may,1021.931797,1.203378,-1,0,unknown,yes
38,admin.,married,tertiary,669,yes,yes,cellular,31,jul,129,2,-1,0,unknown,no
39,services,married,secondary,5731,yes,no,unknown,20,may,175,2,-1,0,unknown,no
56,blue-collar,married,primary,151,no,no,cellular,3,feb,128,1,-1,0,unknown,no
42,services,married,secondary,-91,yes,yes,cellular,5,feb,43,1,-1,0,unknown,no
30,student,single,secondary,0,yes,no,cellular,19,nov,661,1,-1,0,unknown,no
52.044708,technician,single,secondary,2379.888342,no,no,cellular,7.812972,feb,255.422011,1,200.76579,2,failure,yes
33.018632,management,married,secondary,2907.720476,no,no,cellular,2.984558,may,412.53198,1.390143,-1,0,unknown,yes
58,blue-collar,divorced,secondary,543,no,yes,telephone,17,jul,264,3,-1,0,unknown,no
54,services,married,primary,8,yes,no,cellular,14,may,143,1,-1,0,unknown,no
34.242448,management,married,secondary,2966.752467,yes,no,cellular,11.407839,jun,488.756098,3.09277,109.944531,1.693519,unknown,yes
36,technician,married,secondary,474,yes,no,unknown,27,may,59,1,-1,0,unknown,no
38,unemployed,married,primary,-363,no,no,unknown,12,jun,340,2,-1,0,unknown,no
32,blue-collar,married,secondary,759,yes,no,cellular,9,apr,317,5,-1,0,unknown,yes
80,retired,married,primary,1548,no,no,cellular,6,aug,331,2,-1,0,unknown,no
32,technician,single,secondary,309,yes,yes,cellular,16,apr,346,1,234,3,failure,no
39.605963,blue-collar,married,secondary,-706.757783,yes,no,cellular,5.361915,may,889.830696,2,131.375294,1.186505,unknown,yes
52,services,married,secondary,108,yes,no,unknown,15,may,543,12,-1,0,unknown,no
27,admin.,married,secondary,1033,yes,no,unknown,9,may,1713,1,-1,0,unknown,no
47,technician,married,primary,187,yes,no,unknown,9,may,165,1,-1,0,unknown,no
57,blue-collar,married,primary,282,no,yes,cellular,7,jul,261,12,-1,0,unknown,no
29,blue-collar,single,secondary,-20,no,yes,cellular,21,jul,574,1,-1,0,unknown,yes
33,services,married,secondary,90,yes,no,cellular,28,jul,263,2,-1,0,unknown,no
29,management,single,tertiary,1445,no,no,cellular,26,apr,328,2,143,2,success,yes
34.325564,services,married,secondary,485.976662,yes,no,cellular,12,may,475.653331,1.196469,363.505692,3.587874,failure,yes
62.239763,management,married,secondary,1070.13918,no,no,cellular,10.951269,mar,217.224777,2.06081,-1,0,unknown,yes
36,technician,married,secondary,146,yes,yes,unknown,15,may,284,2,-1,0,unknown,no
51,blue-collar,married,primary,3726,no,yes,cellular,27,aug,119,12,-1,0,unknown,no
59,admin.,divorced,secondary,174,yes,no,unknown,16,may,204,1,-1,0,unknown,no
45,management,married,tertiary,242,no,no,cellular,30,apr,587,1,-1,0,unknown,yes
51.617839,blue-collar,married,secondary,2102.262152,no,no,cellular,9.963089,feb,385.341282,5.01109,-1,0,unknown,yes
36,management,married,tertiary,481.313555,no,no,cellular,12.380012,mar,168.925991,1.270191,80.650096,1.935249,unknown,yes
34,blue-collar,married,unknown,41,yes,no,cellular,6,may,34,9,-1,0,unknown,no
37.039662,management,married,secondary,1766.146541,no,no,cellular,9.515713,jun,362.860614,2,-1,0,unknown,yes
59,blue-collar,married,secondary,681,yes,no,telephone,14,apr,427,2,-1,0,unknown,no
37.860727,management,married,primary,3402.044731,no,no,cellular,14.183724,jun,295.864745,1.77282,169.328479,1.823705,failure,yes
34,blue-collar,married,secondary,247,yes,yes,unknown,26,may,193,5,-1,0,unknown,no
34,entrepreneur,married,tertiary,412,yes,yes,cellular,8,jul,164,1,-1,0,unknown,no
31.843077,management,married,secondary,2610.239105,no,no,cellular,7.509817,jun,492.248751,2,-0.764335,8.203372,unknown,yes
28.319472,technician,married,secondary,769.247979,yes,no,cellular,20.486633,may,572.081159,1.749829,-1,0,unknown,yes
41.199099,management,married,secondary,1387.314493,no,no,cellular,22.015272,jun,1118.38477,1,53.035943,1.101693,unknown,yes
20,student,single,secondary,1191,no,no,cellular,12,feb,274,1,-1,0,unknown,no
42,housemaid,married,primary,83,no,yes,cellular,7,aug,184,1,-1,0,unknown,no
31,admin.,married,secondary,389,yes,no,cellular,7,dec,69,1,185,2,failure,no
50,entrepreneur,married,secondary,1011,yes,no,telephone,30,jul,340,2,-1,0,unknown,no
37.019399,admin.,divorced,secondary,10.286489,yes,no,cellular,8.234441,oct,225.531767,2.197134,-1,0,unknown,yes
34,management,married,tertiary,436,no,yes,cellular,28,jul,118,4,-1,0,unknown,no
59.413747,management,married,secondary,4007.935823,yes,no,cellular,13.030929,may,969.042762,2.068922,-1,0,unknown,yes
36,management,married,tertiary,495,no,no,cellular,5,aug,157,3,97,2,success,yes
33.662354,management,married,tertiary,22.691234,no,no,cellular,6.553664,apr,116.280102,2.159799,0.041187,4.013215,unknown,yes
56,services,married,secondary,705,yes,no,unknown,29,may,151,2,-1,0,unknown,no
57,retired,married,primary,5799,no,no,unknown,17,jun,97,1,-1,0,unknown,no
36,services,married,secondary,472,yes,no,unknown,19,jun,1017,1,-1,0,unknown,no
55.153203,management,married,secondary,923.634423,no,no,cellular,3.271521,oct,348.326906,1.669908,-1,0,unknown,yes
31,services,married,tertiary,309,yes,yes,unknown,7,may,294,1,-1,0,unknown,no
27,services,single,secondary,-124,no,no,cellular,18,jul,217,1,-1,0,unknown,no
31,self-employed,married,tertiary,259,yes,no,cellular,7,may,47,1,-1,0,unknown,no
32,technician,single,secondary,0,no,no,cellular,21,aug,126,2,-1,0,unknown,no
45,blue-collar,single,primary,-183,no,yes,cellular,15,jul,395,4,-1,0,unknown,no
33,management,single,tertiary,1410,yes,no,cellular,5,feb,8,1,254,5,failure,no
54.204359,management,married,primary,3462.428123,no,no,cellular,22.099435,nov,155.463702,1,16.464365,0.914664,unknown,yes
54.144765,management,single,tertiary,6172.534551,no,no,cellular,22.177002,feb,448.288935,1.767195,-1,0,unknown,yes
34,management,married,tertiary,1557,yes,yes,unknown,13,may,213,1,-1,0,unknown,no
46.089715,blue-collar,married,secondary,187.177854,no,no,cellular,7.206565,may,528.866091,1,-1,0,unknown,yes
35.430937,admin.,married,secondary,2148.599594,no,no,cellular,12.061757,feb,188.886495,1,0.273994,0.575935,unknown,yes
34,admin.,single,secondary,1,yes,no,cellular,22,jul,483,7,-1,0,unknown,no
36,blue-collar,married,secondary,1049,yes,no,cellular,14,may,224,4,-1,0,unknown,yes
38.364203,blue-collar,married,secondary,238.246921,no,no,cellular,7.155258,mar,357.404861,2,-1,0,unknown,yes
25,technician,single,secondary,2157,yes,no,cellular,21,jul,339,1,-1,0,unknown,no
32,services,single,secondary,182,yes,no,cellular,6,may,145,1,-1,0,unknown,no
42,self-employed,married,tertiary,1932,yes,no,unknown,16,may,192,32,-1,0,unknown,no
36.582872,management,married,tertiary,238.623933,no,no,unknown,22.436397,may,784.963883,2.987701,-1,0,unknown,yes
46,technician,divorced,secondary,3455,yes,no,unknown,14,may,566,2,-1,0,unknown,no
31,management,married,tertiary,0,no,no,unknown,14,may,298,1,-1,0,unknown,no
53,services,divorced,unknown,1012,yes,no,cellular,28,jul,332,2,-1,0,unknown,no
34.069956,blue-collar,married,secondary,638.943277,no,no,cellular,23.233712,jul,1241.707202,2.190219,13.364725,1.476354,unknown,yes
46.279975,management,married,tertiary,2840.965264,yes,no,cellular,20.926584,aug,813.965816,5.194842,90.83071,1.581853,unknown,yes
32,entrepreneur,married,unknown,73,yes,no,cellular,21,nov,158,1,135,1,failure,no
40,management,single,unknown,838,yes,no,unknown,12,may,619,3,-1,0,unknown,no
27,blue-collar,single,secondary,14,no,no,unknown,14,may,72,2,-1,0,unknown,no
32,blue-collar,single,secondary,33,yes,no,cellular,18,may,125,1,368,4,failure,no
27.416567,management,married,secondary,2537.110893,no,no,cellular,17.709191,aug,253.656314,4.391989,179.955091,3,failure,yes
41.288634,management,married,tertiary,14.188615,no,no,cellular,19.956946,apr,91.911599,1.581302,19.606864,0.594823,unknown,yes
42,management,single,tertiary,100,no,no,cellular,7,aug,64,2,-1,0,unknown,no
35.227126,services,married,secondary,1217.941589,no,no,cellular,15,aug,327.316486,3.500765,294.732206,4,success,yes
38,technician,married,secondary,821,yes,yes,cellular,17,nov,224,2,180,1,failure,no
47.751199,management,married,secondary,1091.011004,no,no,cellular,5.965597,may,171.855176,1,45.168245,4.328947,unknown,yes
45.647283,blue-collar,married,secondary,2215.387951,no,no,cellular,12.677644,feb,253.153016,1.439187,61.433704,0.260155,unknown,yes
33,blue-collar,married,secondary,3576,yes,no,cellular,2,apr,124,1,308,2,other,no
58,management,married,tertiary,16264,no,no,telephone,17,nov,215,3,-1,0,unknown,no
42.273039,management,married,secondary,4183.598959,yes,no,cellular,18.222791,apr,309.667876,1.378661,92.931899,9.467776,unknown,yes
41.101125,management,married,secondary,1205.779537,no,no,cellular,27.600744,jun,1020.369057,1.071633,45.481212,1.939516,unknown,yes
60.136419,admin.,married,secondary,3750.120426,no,no,cellular,12.399796,nov,259.322701,1.97419,181.994314,3.344059,success,yes
74.669771,retired,married,tertiary,8419.373478,no,no,cellular,15.019594,may,215.220781,1.518033,57.192083,1.598279,unknown,yes
39,blue-collar,married,primary,694,yes,no,cellular,21,nov,44,1,-1,0,unknown,no
52.090802,management,married,secondary,960.300688,no,no,cellular,23.980977,aug,956.003098,2.57391,-1,0,unknown,yes
24,blue-collar,married,secondary,9,yes,no,unknown,27,may,292,7,-1,0,unknown,no
30.501994,management,single,secondary,165.48536,no,no,cellular,5.292017,oct,120.056415,2.445718,-1,0,unknown,yes
33.416945,management,single,secondary,178.003675,no,no,cellular,7.431566,oct,143.886146,1.742033,-1,0,unknown,yes
34.447272,management,married,tertiary,3008.559399,no,no,cellular,24.423251,may,423.873363,3.298466,127.633116,1.677942,unknown,yes
58,retired,married,secondary,235,no,no,cellular,27,aug,88,4,-1,0,unknown,no
54,blue-collar,divorced,primary,-182,no,no,cellular,9,jul,98,1,-1,0,unknown,no
34,management,married,secondary,2946.010665,yes,no,cellular,13.463225,jun,482.861313,1.789561,-1,0,unknown,yes
45,admin.,married,secondary,295,yes,no,cellular,23,jul,92,1,-1,0,unknown,no
27,admin.,single,secondary,3638,no,no,cellular,11,jul,271,5,-1,0,unknown,no
39,technician,married,secondary,994,no,no,cellular,5,feb,221,1,241,1,failure,no
56,management,divorced,tertiary,659,no,yes,cellular,2,jun,56,1,-1,0,unknown,no
35,self-employed,single,secondary,1732,no,no,telephone,21,nov,1441,3,-1,0,unknown,no
27,blue-collar,single,primary,-179,yes,no,cellular,15,may,54,2,-1,0,unknown,no
36,management,single,secondary,0,no,no,cellular,13,aug,333,5,-1,0,unknown,no
33.924157,blue-collar,married,secondary,231.120909,no,no,cellular,16.032797,may,427.409622,1,-1,0,unknown,yes
